"","X","name","date_time","price","brand","model","year","title_status","mileage","color","vin","lot","state","country","condition","month","part_of_day","state_name","state_code","first_name","condition_in_hours","mileage_group"
"1909",1908,"Ms Schoen, Lisa","05-27-2020 17:10:00",27100,"ford","f-150",2019,"clean vehicle",28692,"silver","  1ftew1e54kkc88465",167615283,"minnesota"," usa","14 hours left","May","Aftrenoon","minnesota","MN","Lisa","14 hours left","Group 1"
"1910",1909,"Kline, Kent","11-11-2019 18:40:00",13388,"ford","door",2012,"clean vehicle",113821,"black","  1ftfw1cf3cfc75961",167738390,"louisiana"," usa","1 days left","November","Evening","louisiana","LA","Kent","24 hours left","Group 3"
"1911",1910,"Hendricks, Dan","03-10-2019 13:00:00",26000,"ford","f-150",2019,"clean vehicle",19793,"blue","  1ftew1eb6kfb83943",167801455,"florida"," usa","2 days left","March","Aftrenoon","florida","FL","Dan","48 hours left","Group 1"
"1912",1911,"Callahan, Mark","11-22-2020 21:30:00",17900,"ford","doors",2016,"clean vehicle",27940,"shadow black","  1fa6p8am3g5250504",167653520,"massachusetts"," usa","11 days left","November","Evening","massachusetts","MA","Mark","264 hours left","Group 1"
"1913",1912,"Baker, Pat","10-27-2019 09:40:00",23400,"ford","flex",2019,"clean vehicle",24987,"black","  2fmhk6d8xkba20365",167615285,"minnesota"," usa","14 hours left","October","Morning","minnesota","MN","Pat","14 hours left","Group 1"
"1914",1913,"Wheeler, Mike","04-03-2021 11:20:00",29800,"ford","mustang",2016,"clean vehicle",18367,"blue","  1fa6p8cf3g5242238",167738456,"illinois"," usa","21 hours left","April","Morning","illinois","IL","Mike","21 hours left","Group 1"
"1915",1914,"Cousineau, Tom","06-17-2019 19:50:00",23700,"ford","flex",2019,"clean vehicle",14109,"gray","  2fmhk6d88kba29775",167801457,"florida"," usa","1 days left","June","Evening","florida","FL","Tom","24 hours left","Group 1"
"1916",1915,"Baker, Pat","10-12-2019 16:10:00",1725,"ford","door",2012,"salvage insurance",158781,"black","  1fmcu9eg7ckb88497",167548257,"illinois"," usa","16 hours left","October","Aftrenoon","illinois","IL","Pat","16 hours left","Group 4"
"1917",1916,"Knipp, Rosalind","06-10-2019 11:00:00",33995,"ford","doors",2016,"clean vehicle",27369,"black","  1fa6p8cf5g5235498",167653521,"new jersey"," usa","11 days left","June","Morning","new jersey","NJ","Rosalind","264 hours left","Group 1"
"1918",1917,"Callahan, Mark","06-21-2019 13:40:00",23500,"ford","flex",2019,"clean vehicle",30208,"white","  2fmhk6d86kba05247",167615287,"minnesota"," usa","14 hours left","June","Aftrenoon","minnesota","MN","Mark","14 hours left","Group 1"
"1919",1918,"VanDenHoven, Bob","09-15-2019 11:00:00",32500,"ford","explorer",2019,"clean vehicle",24024,"black","  1fm5k8gt5kgb41683",167801459,"florida"," usa","2 days left","September","Morning","florida","FL","Bob","48 hours left","Group 1"
"1920",1919,"Klinowski, Bill","05-25-2020 12:20:00",2500,"ford","door",2016,"salvage insurance",64999,"blue","  3fadp4bjxgm137986",167552003,"mississippi"," usa","16 hours left","May","Aftrenoon","mississippi","MS","Bill","16 hours left","Group 2"
"1921",1920,"Raboin, Chase","09-21-2019 19:40:00",39000,"ford","f-150",2019,"clean vehicle",8404,"black","  1ftfw1e54kfc34435",167615288,"minnesota"," usa","14 hours left","September","Evening","minnesota","MN","Chase","14 hours left","Group 1"
"1922",1921,"Mayer, Lori","08-30-2020 21:40:00",11000,"ford","focus",2018,"clean vehicle",8884,"gray","  1fadp3e23jl254221",167739185,"massachusetts"," usa","6 days left","August","Evening","massachusetts","MA","Lori","144 hours left","Group 1"
"1923",1922,"Raboin, Chase","10-14-2019 23:00:00",32500,"ford","explorer",2019,"clean vehicle",24126,"black","  1fm5k8gt2kgb41298",167801468,"florida"," usa","2 days left","October","Night","florida","FL","Chase","48 hours left","Group 1"
"1924",1923,"Badura, Shannon","02-25-2020 19:40:00",800,"ford","door",2012,"salvage insurance",129659,"black","  3fadp4bj5cm221076",167552004,"mississippi"," usa","16 hours left","February","Evening","mississippi","MS","Shannon","16 hours left","Group 3"
"1925",1924,"Mayer, Lori","09-06-2020 18:50:00",26900,"ford","f-150",2019,"clean vehicle",31713,"black","  1ftew1e59kkc89708",167615289,"minnesota"," usa","14 hours left","September","Evening","minnesota","MN","Lori","14 hours left","Group 1"
"1926",1925,"Ms BenDixen, Lonnie","11-21-2019 15:10:00",11200,"ford","edge",2016,"clean vehicle",109996,"gray","  2fmpk4j97gbb67005",167801478,"new york"," usa","18 hours left","November","Aftrenoon","new york","NY","Lonnie","18 hours left","Group 3"
"1927",1926,"VanDenHoven, Bob","03-26-2020 11:10:00",21000,"ford","doors",2018,"clean vehicle",6821,"red","  1fa6p8thxj5164792",167654211,"new york"," usa","11 days left","March","Morning","new york","NY","Bob","264 hours left","Group 1"
"1928",1927,"Kostichka, Norb","04-01-2020 21:20:00",32000,"ford","f-150",2019,"clean vehicle",17867,"red","  1ftfw1e5xkfb51429",167615291,"minnesota"," usa","14 hours left","April","Evening","minnesota","MN","Norb","14 hours left","Group 1"
"1929",1928,"Mayer, Lori","07-01-2020 11:00:00",7300,"ford","door",2016,"clean vehicle",110253,"black","  3fa6p0g72gr397705",167801481,"connecticut"," usa","18 hours left","July","Morning","connecticut","CT","Lori","18 hours left","Group 3"
"1930",1929,"Mayer, Lori","11-21-2019 20:10:00",12800,"ford","escape",2018,"clean vehicle",39364,"black","  1fmcu0gd3jub60681",167552309,"missouri"," usa","9 days left","November","Evening","missouri","MO","Lori","216 hours left","Group 1"
"1931",1930,"Francour, Lisa","01-22-2021 19:20:00",24190,"ford","doors",2018,"clean vehicle",4018,"blue","  1fatp8uh7j5182314",167654212,"massachusetts"," usa","11 days left","January","Evening","massachusetts","MA","Lisa","264 hours left","Group 1"
"1932",1931,"Miss Knedle, Katherine","01-12-2019 11:00:00",29100,"ford","f-150",2019,"clean vehicle",21054,"red","  1ftew1e49kfc10392",167615292,"minnesota"," usa","14 hours left","January","Morning","minnesota","MN","Katherine","14 hours left","Group 1"
"1933",1932,"Ms BenDixen, Lonnie","10-11-2019 16:10:00",29000,"ford","door",2017,"clean vehicle",48309,"red","  1ft7w2b60hee77178",167740589,"massachusetts"," usa","6 days left","October","Aftrenoon","massachusetts","MA","Lonnie","144 hours left","Group 1"
"1934",1933,"Utech, Carol","02-23-2020 21:30:00",17300,"ford","door",2016,"clean vehicle",68666,"black","  1fm5k8d82ggc60329",167801490,"new york"," usa","18 hours left","February","Evening","new york","NY","Carol","18 hours left","Group 2"
"1935",1934,"Hendricks, Dan","10-22-2019 20:10:00",19888,"ford","doors",2018,"clean vehicle",34071,"ingot silver metallic","  1fatp8uh2j5132890",167654213,"new jersey"," usa","11 days left","October","Evening","new jersey","NJ","Dan","264 hours left","Group 1"
"1936",1935,"Kawula, Amy","10-01-2021 18:20:00",31000,"ford","f-150",2019,"clean vehicle",13600,"white","  1ftfw1e50kfb96721",167615294,"minnesota"," usa","14 hours left","October","Evening","minnesota","MN","Amy","14 hours left","Group 1"
"1937",1936,"Rautmann, Orval","06-17-2019 23:00:00",37200,"ford","door",2017,"clean vehicle",44956,"black","  1ft7w2bt4hee52015",167740592,"massachusetts"," usa","2 days left","June","Night","massachusetts","MA","Orval","48 hours left","Group 1"
"1938",1937,"VanDenHoven, Bob","11-26-2020 17:20:00",8600,"ford","door",2016,"clean vehicle",72607,"silver","  1fmcu0f77gub25484",167801492,"new jersey"," usa","18 hours left","November","Aftrenoon","new jersey","NJ","Bob","18 hours left","Group 2"
"1939",1938,"Jacobson, Jeff","05-18-2020 16:10:00",24857,"ford","doors",2018,"clean vehicle",33815,"shadow black","  1fatp8uh3j5157023",167654214,"massachusetts"," usa","11 days left","May","Aftrenoon","massachusetts","MA","Jeff","264 hours left","Group 1"
"1940",1939,"Klinowski, Bill","12-23-2019 12:30:00",23500,"ford","flex",2019,"clean vehicle",31491,"gray","  2fmhk6d85kba09063",167615296,"minnesota"," usa","14 hours left","December","Aftrenoon","minnesota","MN","Bill","14 hours left","Group 1"
"1941",1940,"Baker, Pat","07-27-2020 10:10:00",26100,"ford","f-150",2018,"clean vehicle",32149,"white","  1ftew1cb3jfc81295",167741409,"mississippi"," usa","21 hours left","July","Morning","mississippi","MS","Pat","21 hours left","Group 1"
"1942",1941,"Badura, Shannon","02-02-2020 11:10:00",10800,"ford","hybrid",2016,"clean vehicle",26654,"blue","  1fadp5au1gl114180",167801493,"new york"," usa","18 hours left","February","Morning","new york","NY","Shannon","18 hours left","Group 1"
"1943",1942,"Kawula, Amy","03-16-2020 19:00:00",20995,"ford","doors",2018,"clean vehicle",36637,"white","  1fa6p8th1j5167452",167654215,"new york"," usa","11 days left","March","Evening","new york","NY","Amy","264 hours left","Group 1"
"1944",1943,"Pascoe, Paul","12-07-2020 21:40:00",29300,"ford","f-150",2019,"clean vehicle",17000,"white","  1ftew1e4xkfc10403",167615298,"minnesota"," usa","14 hours left","December","Evening","minnesota","MN","Paul","14 hours left","Group 1"
"1945",1944,"Miss Knedle, Katherine","05-22-2020 13:40:00",33100,"ford","f-150",2018,"clean vehicle",15960,"gray","  1ftew1ep2jfb83786",167741551,"mississippi"," usa","21 hours left","May","Aftrenoon","mississippi","MS","Katherine","21 hours left","Group 1"
"1946",1945,"Mr Reimer, Dick","05-12-2020 22:00:00",13800,"ford","door",2016,"clean vehicle",40774,"gray","  1fahp2e84gg136518",167801747,"new jersey"," usa","18 hours left","May",NA,"new jersey","NJ","Dick","18 hours left","Group 1"
"1947",1946,"Miss Knedle, Katherine","06-24-2020 22:10:00",19498,"ford","doors",2018,"clean vehicle",40338,"black","  1fatp8uh1j5115336",167654216,"new york"," usa","11 days left","June","Night","new york","NY","Katherine","264 hours left","Group 1"
"1948",1947,"Raboin, Chase","10-25-2019 12:30:00",14900,"ford","fusion",2019,"clean vehicle",40505,"gray","  3fa6p0cd0kr117056",167615300,"minnesota"," usa","14 hours left","October","Aftrenoon","minnesota","MN","Chase","14 hours left","Group 1"
"1949",1948,"Halla, Al","06-21-2020 22:10:00",8700,"ford","door",2016,"clean vehicle",30735,"black","  1fadp3k28gl330142",167741697,"massachusetts"," usa","6 days left","June","Night","massachusetts","MA","Al","144 hours left","Group 1"
"1950",1949,"Gustafson, Bob","05-23-2020 11:40:00",20600,"ford","mustang",2019,"clean vehicle",33965,"gray","  1fatp8uhxk5148658",167801788,"florida"," usa","2 days left","May","Morning","florida","FL","Bob","48 hours left","Group 1"
"1951",1950,"Gustafson, Bob","01-14-2020 14:40:00",5000,"ford","door",2018,"salvage insurance",7339,"white","  1ftex1c53jkd88586",167553971,"oklahoma"," usa","12 days left","January","Aftrenoon","oklahoma","OK","Bob","288 hours left","Group 1"
"1952",1951,"Miss Knedle, Katherine","12-19-2020 13:00:00",19995,"ford","doors",2018,"clean vehicle",42470,"white","  1fa6p8th8j5115591",167654217,"new york"," usa","11 days left","December","Aftrenoon","new york","NY","Katherine","264 hours left","Group 1"
"1953",1952,"Gutzman, Todd","11-30-2019 17:40:00",14900,"ford","fusion",2019,"clean vehicle",40670,"silver","  3fa6p0cd1kr110357",167615301,"minnesota"," usa","14 hours left","November","Aftrenoon","minnesota","MN","Todd","14 hours left","Group 1"
"1954",1953,"Rautmann, Orval","03-07-2020 12:00:00",19500,"ford","door",2016,"clean vehicle",41233,"black","  1ftbf2b61ged08196",167741899,"massachusetts"," usa","6 days left","March",NA,"massachusetts","MA","Orval","144 hours left","Group 1"
"1955",1954,"Mr Reimer, Dick","07-23-2019 20:20:00",24500,"ford","wagon",2019,"clean vehicle",13162,"white","  1fbzx2zm7kka48532",167801789,"florida"," usa","5 hours left","July","Evening","florida","FL","Dick","5 hours left","Group 1"
"1956",1955,"Halla, Al","12-09-2019 19:20:00",15000,"ford","fusion",2018,"clean vehicle",38744,"white","  3fa6p0d97jr219835",167555170,"california"," usa","8 days left","December","Evening","california","CA","Al","192 hours left","Group 1"
"1957",1956,"Ms Schoen, Lisa","06-26-2019 15:20:00",26985,"ford","doors",2018,"clean vehicle",14023,"black","  1fa6p8cf4j5145797",167654218,"new york"," usa","11 days left","June","Aftrenoon","new york","NY","Lisa","264 hours left","Group 1"
"1958",1957,"Jacobson, Jeff","03-19-2020 18:20:00",31000,"ford","f-150",2019,"clean vehicle",9741,"white","  1ftfw1e52kfb85249",167615302,"minnesota"," usa","14 hours left","March","Evening","minnesota","MN","Jeff","14 hours left","Group 1"
"1959",1958,"Hendricks, Dan","12-24-2020 18:00:00",24300,"ford","explorer",2017,"clean vehicle",31017,"silver","  1fm5k7d82hgb82470",167742129,"mississippi"," usa","21 hours left","December",NA,"mississippi","MS","Dan","21 hours left","Group 1"
"1960",1959,"Hendricks, Dan","01-12-2019 15:30:00",16800,"ford","fusion",2019,"clean vehicle",37786,"gray","  3fa6p0d97kr118571",167801791,"florida"," usa","1 days left","January","Aftrenoon","florida","FL","Dan","24 hours left","Group 1"
"1961",1960,"Raboin, Chase","06-26-2020 18:10:00",17200,"ford","mustang",2018,"clean vehicle",32415,"white","  1fatp8uh2j5132629",167555176,"california"," usa","8 days left","June","Evening","california","CA","Chase","192 hours left","Group 1"
"1962",1961,"Baker, Pat","05-30-2020 11:10:00",34995,"ford","doors",2018,"clean vehicle",10421,"ruby red","  1fa6p8cf2j5161626",167654219,"new york"," usa","11 days left","May","Morning","new york","NY","Pat","264 hours left","Group 1"
"1963",1962,"VanDenHoven, Bob","11-10-2020 11:00:00",24300,"ford","wagon",2019,"clean vehicle",29305,"white","  1fbzx2zm0kka75345",167615308,"minnesota"," usa","14 hours left","November","Morning","minnesota","MN","Bob","14 hours left","Group 1"
"1964",1963,"Froelich, Francis","12-08-2020 11:30:00",26400,"ford","explorer",2017,"clean vehicle",51309,"white","  1fm5k7fh2hgb04056",167742134,"mississippi"," usa","21 hours left","December","Morning","mississippi","MS","Francis","21 hours left","Group 2"
"1965",1964,"Kawula, Amy","07-04-2021 11:50:00",16800,"ford","fusion",2019,"clean vehicle",38001,"black","  3fa6p0d98kr138974",167801792,"florida"," usa","1 days left","July","Morning","florida","FL","Amy","24 hours left","Group 1"
"1966",1965,"Mrs Karas, Phil","01-18-2021 19:40:00",15500,"ford","escape",2018,"clean vehicle",18849,"black","  1fmcu9hd7jua30891",167555180,"california"," usa","2 days left","January","Evening","california","CA","Phil","48 hours left","Group 1"
"1967",1966,"Pascoe, Paul","06-24-2019 18:20:00",19440,"ford","doors",2018,"clean vehicle",43269,"silver","  1fatp8uh0j5124044",167654220,"new york"," usa","11 days left","June","Evening","new york","NY","Paul","264 hours left","Group 1"
"1968",1967,"Wheeler, Mike","10-20-2020 09:40:00",16700,"ford","fusion",2019,"clean vehicle",36989,"silver","  3fa6p0ru2kr117017",167615310,"minnesota"," usa","14 hours left","October","Morning","minnesota","MN","Mike","14 hours left","Group 1"
"1969",1968,"Callahan, Mark","06-19-2019 14:10:00",29000,"ford","door",2017,"clean vehicle",29320,"blue","  1ftew1ep9hkc82719",167742317,"alabama"," usa","21 hours left","June","Aftrenoon","alabama","AL","Mark","21 hours left","Group 1"
"1970",1969,"Gustafson, Bob","12-24-2019 20:40:00",16100,"ford","hybrid",2019,"clean vehicle",34244,"white","  3fa6p0ru4kr181558",167801793,"florida"," usa","1 days left","December","Evening","florida","FL","Bob","24 hours left","Group 1"
"1971",1970,"Raboin, Chase","03-30-2021 18:40:00",17200,"ford","mustang",2018,"clean vehicle",32938,"white","  1fatp8uh9j5132644",167555184,"california"," usa","8 days left","March","Evening","california","CA","Chase","192 hours left","Group 1"
"1972",1971,"Utech, Carol","08-16-2020 13:30:00",20950,"ford","doors",2018,"clean vehicle",40793,"black","  1fatp8uh6j5142578",167654221,"new hampshire"," usa","11 days left","August","Aftrenoon","new hampshire","NH","Carol","264 hours left","Group 1"
"1973",1972,"Ms Schoen, Lisa","10-30-2020 20:40:00",46200,"ford","door",2017,"clean vehicle",94741,"no_color","  1ft8w3dt1hee12434",167742320,"alabama"," usa","21 hours left","October","Evening","alabama","AL","Lisa","21 hours left","Group 2"
"1974",1973,"Gutzman, Todd","04-17-2020 14:20:00",29400,"ford","mustang",2019,"clean vehicle",25011,"white","  1fatp8ff0k5161477",167801794,"florida"," usa","2 days left","April","Aftrenoon","florida","FL","Todd","48 hours left","Group 1"
"1975",1974,"Miss Knedle, Katherine","10-29-2020 15:00:00",2825,"ford","door",2014,"salvage insurance",363810,"white","  1fmjk1g53eef23881",167555421,"montana"," usa","17 hours left","October","Aftrenoon","montana","MT","Katherine","17 hours left","Group 8"
"1976",1975,"Rautmann, Orval","01-29-2020 12:10:00",32999,"ford","doors",2018,"clean vehicle",6881,"shadow black","  1fa6p8cf3j5172103",167654222,"new jersey"," usa","11 days left","January","Aftrenoon","new jersey","NJ","Orval","264 hours left","Group 1"
"1977",1976,"Francour, Lisa","07-07-2019 13:20:00",6600,"ford","door",2014,"clean vehicle",80423,"orange","  3fa6p0hd9er326468",167615896,"new jersey"," usa","2 hours left","July","Aftrenoon","new jersey","NJ","Lisa","2 hours left","Group 2"
"1978",1977,"Ms Schoen, Lisa","11-30-2019 14:10:00",50200,"ford","door",2017,"clean vehicle",92405,"white","  1ft7w2bt7hef07573",167742321,"alabama"," usa","21 hours left","November","Aftrenoon","alabama","AL","Lisa","21 hours left","Group 2"
"1979",1978,"Miss Knedle, Katherine","07-26-2019 12:30:00",28300,"ford","ranger",2019,"clean vehicle",15436,"white","  1fter4fh5kla45887",167801795,"florida"," usa","2 days left","July","Aftrenoon","florida","FL","Katherine","48 hours left","Group 1"
"1980",1979,"Mrs Karas, Phil","09-07-2020 20:40:00",12000,"ford","door",2017,"salvage insurance",104665,"white","  1ftfx1ef8hkd03259",167560049,"california"," usa","18 hours left","September","Evening","california","CA","Phil","18 hours left","Group 3"
"1981",1980,"Mahlik, Nick","09-16-2019 18:50:00",32999,"ford","doors",2018,"clean vehicle",16194,"royal crimson metallic tinted clearcoat","  1fa6p8cf0j5118581",167654223,"new jersey"," usa","11 days left","September","Evening","new jersey","NJ","Nick","264 hours left","Group 1"
"1982",1981,"Gustafson, Bob","03-15-2021 15:20:00",12600,"ford","door",2014,"clean vehicle",48188,"black","  1fm5k8d84egc31539",167615902,"new jersey"," usa","2 hours left","March","Aftrenoon","new jersey","NJ","Bob","2 hours left","Group 1"
"1983",1982,"Callahan, Mark","09-04-2021 19:10:00",5200,"ford","focus",2017,"clean vehicle",65164,"red","  1fadp3j22hl268403",167742322,"alabama"," usa","21 hours left","September","Evening","alabama","AL","Mark","21 hours left","Group 2"
"1984",1983,"Kostichka, Norb","07-04-2020 22:20:00",20500,"ford","mustang",2019,"clean vehicle",35930,"black","  1fatp8uh8k5109583",167801796,"florida"," usa","2 days left","July","Night","florida","FL","Norb","48 hours left","Group 1"
"1985",1984,"Socha, Melissa","04-26-2021 20:30:00",1200,"ford","door",2012,"salvage insurance",167376,"red","  1fahp3f23cl414648",167561238,"virginia"," usa","3 days left","April","Evening","virginia","VA","Melissa","72 hours left","Group 4"
"1986",1985,"Baker, Pat","04-13-2020 20:50:00",35999,"ford","doors",2018,"clean vehicle",13674,"kona blue metallic","  1fa6p8cf1j5126821",167654224,"new jersey"," usa","11 days left","April","Evening","new jersey","NJ","Pat","264 hours left","Group 1"
"1987",1986,"Baranczyk, Kay","11-06-2020 21:10:00",41000,"ford","srw",2019,"clean vehicle",9235,"silver","  1ft7w2bt7kee46393",167616337,"minnesota"," usa","14 hours left","November","Evening","minnesota","MN","Kay","14 hours left","Group 1"
"1988",1987,"Mr Frank, Tim","03-27-2021 19:00:00",33100,"ford","door",2017,"clean vehicle",103002,"red","  1ftew1ef2hfb30250",167742325,"mississippi"," usa","21 hours left","March","Evening","mississippi","MS","Tim","21 hours left","Group 3"
"1989",1988,"Badura, Shannon","05-18-2020 10:20:00",23500,"ford","ranger",2019,"clean vehicle",12836,"blue","  1fter4eh3kla09133",167801802,"florida"," usa","2 days left","May","Morning","florida","FL","Shannon","48 hours left","Group 1"
"1990",1989,"Baker, Pat","09-07-2019 15:00:00",18799,"ford","doors",2015,"clean vehicle",137728,"red","  1fatp8ff5f5323738",167564814,"connecticut"," usa","9 days left","September","Aftrenoon","connecticut","CT","Pat","216 hours left","Group 3"
"1991",1990,"Hendricks, Dan","03-13-2020 22:20:00",33999,"ford","doors",2018,"clean vehicle",6921,"magnetic metallic","  1fa6p8cf9j5110592",167654225,"new jersey"," usa","11 days left","March","Night","new jersey","NJ","Dan","264 hours left","Group 1"
"1992",1991,"Socha, Melissa","12-07-2020 11:10:00",35000,"ford","srw",2019,"clean vehicle",14359,"white","  1ft7w2b68ked77546",167616338,"minnesota"," usa","14 hours left","December","Morning","minnesota","MN","Melissa","14 hours left","Group 1"
"1993",1992,"Gustafson, Bob","12-22-2020 10:50:00",26100,"ford","wagon",2017,"clean vehicle",58118,"white","  1fbzx2zm3hka72688",167742336,"mississippi"," usa","21 hours left","December","Morning","mississippi","MS","Bob","21 hours left","Group 2"
"1994",1993,"VanDenHoven, Bob","07-04-2021 18:20:00",15400,"ford","fusion",2019,"clean vehicle",31124,"white","  3fa6p0cd8kr138334",167801803,"florida"," usa","1 days left","July","Evening","florida","FL","Bob","24 hours left","Group 1"
"1995",1994,"Kline, Kent","01-30-2021 20:40:00",25998,"ford","doors",2015,"clean vehicle",25734,"color:","  1fa6p8cf9f5365377",167564815,"new york"," usa","9 days left","January","Evening","new york","NY","Kent","216 hours left","Group 1"
"1996",1995,"Froelich, Francis","12-05-2020 20:30:00",31831,"ford","doors",2018,"clean vehicle",14059,"black","  1fa6p8cf9j5125433",167654226,"new jersey"," usa","11 days left","December","Evening","new jersey","NJ","Francis","264 hours left","Group 1"
"1997",1996,"Kananen, Jeff","01-04-2021 22:40:00",40400,"ford","srw",2019,"clean vehicle",13472,"black","  1ft7w2bt7kef15907",167616339,"minnesota"," usa","14 hours left","January","Night","minnesota","MN","Jeff","14 hours left","Group 1"
"1998",1997,"Knipp, Rosalind","08-10-2019 16:00:00",15400,"ford","door",2013,"clean vehicle",123983,"silver","  1ftfw1ef7dfd73034",167742775,"connecticut"," usa","18 hours left","August","Aftrenoon","connecticut","CT","Rosalind","18 hours left","Group 3"
"1999",1998,"Ms Schoen, Lisa","02-19-2021 15:10:00",13500,"ford","hybrid",2019,"clean vehicle",35023,"gray","  3fa6p0lu6kr119958",167801804,"florida"," usa","1 days left","February","Aftrenoon","florida","FL","Lisa","24 hours left","Group 1"
"2000",1999,"Mahlik, Nick","07-27-2019 18:10:00",25995,"ford","doors",2015,"clean vehicle",39509,"white","  1fa6p8cf3f5404612",167564817,"new hampshire"," usa","9 days left","July","Evening","new hampshire","NH","Nick","216 hours left","Group 1"
"2001",2000,"Mr Reimer, Dick","08-08-2019 22:40:00",27990,"ford","doors",2018,"clean vehicle",4512,"ingot silver metallic","  1fa6p8cf0j5159227",167654227,"new york"," usa","11 days left","August","Night","new york","NY","Dick","264 hours left","Group 1"
"2002",2001,"VanDenHoven, Bob","10-11-2020 21:50:00",23985,"ford","doors",2015,"clean vehicle",51884,"white","  1fa6p8cf0f5308078",167564818,"new jersey"," usa","9 days left","October","Evening","new jersey","NJ","Bob","216 hours left","Group 2"
"2003",2002,"Mr Reimer, Dick","01-17-2021 23:00:00",27995,"ford","doors",2018,"clean vehicle",4181,"gray","  1fa6p8cf9j5120362",167654228,"pennsylvania"," usa","11 days left","January","Night","pennsylvania","PA","Dick","264 hours left","Group 1"
"2004",2003,"Kawula, Amy","08-11-2020 22:10:00",13995,"ford","doors",2015,"clean vehicle",56703,"oxford white","  1fa6p8th8f5341198",167564839,"new york"," usa","9 days left","August","Night","new york","NY","Amy","216 hours left","Group 2"
"2005",2004,"Baranczyk, Kay","04-08-2020 15:30:00",29988,"ford","doors",2018,"clean vehicle",4712,"ingot silver metallic","  1fa6p8cf5j5125462",167654229,"pennsylvania"," usa","11 days left","April","Aftrenoon","pennsylvania","PA","Kay","264 hours left","Group 1"
"2006",2005,"Miss Knedle, Katherine","12-05-2019 13:00:00",12995,"ford","doors",2015,"clean vehicle",102800,"blue","  1fa6p8am4f5334930",167564840,"new jersey"," usa","9 days left","December","Aftrenoon","new jersey","NJ","Katherine","216 hours left","Group 3"
"2007",2006,"Raboin, Chase","10-02-2020 19:30:00",21687,"ford","doors",2018,"clean vehicle",7109,"lightning blue","  1fa6p8th8j5120337",167654230,"pennsylvania"," usa","11 days left","October","Evening","pennsylvania","PA","Chase","264 hours left","Group 1"
"2008",2007,"Rautmann, Orval","09-15-2019 13:50:00",25200,"ford","door",2016,"clean vehicle",100943,"white","  1ftew1cf9gfa55757",167743025,"alabama"," usa","21 hours left","September","Aftrenoon","alabama","AL","Orval","21 hours left","Group 2"
"2009",2008,"Halla, Al","11-08-2019 18:30:00",29590,"ford","doors",2015,"clean vehicle",3915,"green","  1fa6p8cf7f5325900",167564841,"new york"," usa","9 days left","November","Evening","new york","NY","Al","216 hours left","Group 1"
"2010",2009,"Socha, Melissa","04-05-2020 17:30:00",28999,"ford","doors",2018,"clean vehicle",15550,"ingot silver","  1fa6p8cf1j5175131",167654231,"pennsylvania"," usa","11 days left","April","Aftrenoon","pennsylvania","PA","Melissa","264 hours left","Group 1"
"2011",2010,"Gustafson, Bob","12-22-2020 11:30:00",13942,"ford","doors",2015,"clean vehicle",62542,"magnetic metallic","  1fatp8em4f5415097",167564843,"new jersey"," usa","9 days left","December","Morning","new jersey","NJ","Bob","216 hours left","Group 2"
"2012",2011,"Kananen, Jeff","05-15-2020 16:50:00",15300,"ford","taurus",2018,"clean vehicle",38370,"silver","  1fahp2f84jg117375",167667719,"utah"," usa","Listing Expired","May","Aftrenoon","utah","UT","Jeff","0 hours left","Group 1"
"2013",2012,"Knipp, Rosalind","12-10-2020 18:50:00",35400,"ford","ranger",2020,"clean vehicle",671,"blue","  1fter4fh1lla02732",167759471,"ohio"," usa","21 hours left","December","Evening","ohio","OH","Rosalind","21 hours left","Group 1"
"2014",2013,"Rautmann, Orval","08-15-2019 20:30:00",32700,"ford","door",2016,"clean vehicle",61477,"silver","  1ft7w2bt2ged14343",167743061,"alabama"," usa","21 hours left","August","Evening","alabama","AL","Orval","21 hours left","Group 2"
"2015",2014,"Knipp, Rosalind","08-09-2019 10:40:00",13995,"ford","doors",2015,"clean vehicle",73891,"silver","  1fa6p8th7f5344481",167564844,"new york"," usa","9 days left","August","Morning","new york","NY","Rosalind","216 hours left","Group 2"
"2016",2015,"Socha, Melissa","09-30-2020 16:00:00",1850,"ford","door",2014,"salvage insurance",168805,"black","  3fa6p0h78er183765",167682471,"michigan"," usa","2 days left","September","Aftrenoon","michigan","MI","Melissa","48 hours left","Group 4"
"2017",2016,"Jacobson, Jeff","12-02-2021 18:30:00",15800,"ford","door",2012,"clean vehicle",82564,"gold","  1ftfw1ct4ckd77105",167623467,"florida"," usa","2 days left","December","Evening","florida","FL","Jeff","48 hours left","Group 2"
"2018",2017,"McDonald, Tom","10-08-2020 15:50:00",36000,"ford","door",2016,"clean vehicle",85649,"black","  1ft7w2b61geb39979",167743078,"mississippi"," usa","21 hours left","October","Aftrenoon","mississippi","MS","Tom","21 hours left","Group 2"
"2019",2018,"Nitka, Clarence","12-13-2020 22:10:00",15495,"ford","doors",2015,"clean vehicle",48374,"white","  1fa6p8th5f5420201",167564845,"new york"," usa","9 days left","December","Night","new york","NY","Clarence","216 hours left","Group 1"
"2020",2019,"Gutzman, Todd","08-17-2019 09:10:00",21500,"ford","door",2012,"clean vehicle",11990,"red","  1zvbp8ff3c5288048",167623702,"florida"," usa","2 days left","August","Morning","florida","FL","Todd","48 hours left","Group 1"
